EP01 IN
EP01：何これ何これ　|　这是什么这是什么
EP05：次は金との比較をする　|　接下来和金来作比较
EP05：私の予想どおりなら答えが見えてくるはずだ　|　若是如我所料 答案很快就会浮现
EP05：同じくらいの速さだ　|　速度几乎一样
EP05：金と同等の比重を持つ金属鉱物といえば　|　若是与金等重的金属矿物
EP05：砂白金　|　那只能是砂白金了
EP05：サハッキンって？　|　砂白金是？
EP05：プラチナ　|　是铂金啦
EP05：これプラチナだったの　|　这是铂金吗
EP05：正確にはプラチナを含む希少金属の塊　|　准确来说是含铂的稀有金属块
EP05：金以上の比重なら白金族が有力だ　|　比重超过金的话是铂族金属的概率极高
EP05：プラチナじゃないのもあるのか　|　也有可能不是白金啊
EP05：白金族はどれも超希少金属だぞ　|　铂族金属全是超稀有金属哦
EP05：ロジウムの相場はプラチナの数倍にもなる　|　铑的市价是白金的数倍
EP05：数倍？　|　数倍？
EP05：砂白金だとしたら近くにあれあったの　|　是砂白金的话 附近该有那个吧
EP05：いや　確認はできてない　|　不 还无法确认
EP05：まだ決まりじゃないの　|　还无法确定吗
EP05：蛇紋岩　|　蛇纹岩
EP05：この濃緑色の石の存在が鍵になる　|　这块深绿色石头的存在就是关键
EP05：ジャモン？　|　蛇纹？
EP05：蛇の皮に見た目が似てるの　|　因外表像蛇皮而得名
EP05：砂白金は蛇紋岩の中に入っているんだ　|　砂白金就蕴藏在蛇纹岩里
EP05：見せて　|　让我看看
EP05：この中にあるんだ　|　就在这里面啊
EP05：この緑色の石　|　这块绿色的石头
EP05：あれ　|　咦
EP05：これって磨いたみたいになることある　|　这种岩石会有像是打磨过一样的吗
EP05：あるよ　鏡肌だね　|　有的 叫做光滑面
EP05：蛇紋岩同士が地下でこすれて磨かれた状態　|　是蛇纹岩在地下相互摩擦形成的
EP05：それ採ったかも　|　我好像采到过
EP05：今あるのか　|　现在带着吗
EP05：置いてきちゃった　|　直接丢在那了
EP05：とにかく　蛇紋岩産地の確認は必要だな　|　总之得先确认蛇纹岩产地
EP05：蛇紋岩　蛇紋岩　|　蛇纹岩 蛇纹岩
EP05：瑠璃　|　琉璃
EP05：今日は川で採らないぞ　|　今天不在河边采哦
EP05：砂白金を供給するには大量の蛇紋岩が必要なんだ　|　砂白金的出现需要大量蛇纹岩供给
EP05：今日は本体の場所を探しに山へ入る　|　今天要去山里找矿脉位置
EP05：ねえ　|　那个
EP05：なんで蛇紋岩の中って砂白金があるの　|　为什么蛇纹岩里会有砂白金呢
EP05：それは蛇紋岩がもともとマントルにあった石だからだよ　|　因为蛇纹岩源自地幔
EP05：マントルは地殻より希少金属の濃度が高いんだ　|　地幔比起地壳含有更多稀有金属
EP05：白金族も多い　|　铂族含量尤其丰富
EP05：てことはマントルの中にはお宝ががっぽり　|　也就是说地幔里宝藏成堆
EP05：がっぽりに備えて休憩しない　|　为了等会能采很多要不要先休息下
EP05：頑張れ頑張れ　|　加油加油
EP05：マントルの石って普通にあるの　|　地幔里的岩石很常见吗
EP05：いや　普通はマントルの物質が地表に出ることはない　|　不 地幔里的物质通常不会出现在地表
EP05：特別な場所だけってこと？　|　只在特殊地点出现？
EP05：そうだ　|　没错
EP05：例えば大陸プレートの境界　|　比如大陆板块交界处
EP05：厚さ数十kmの岩体同士が衝突している　|　数十千米厚的岩体相互挤压
EP05：その結果　片方が上に乗り上げ　|　导致一方俯冲另一方抬升
EP05：マントルごと露出する場合がある　|　有时会让地幔裸露出来
EP05：すごいスケールの話だ　|　规模真是庞大
EP05：実際の例が北海道の日高山脈だ　|　北海道日高山脉就是实例
EP05：日本の話だったの　|　在说日本的事吗
EP05：太平洋の中央海嶺にも蛇紋岩は現れる　|　太平洋的中央海岭也会出现蛇纹岩
EP05：マントル物質が噴出している場所だからな　|　那是地幔物质不断喷发的地方
EP05：やがて蛇紋岩はプレートに載って運ばれ　|　这些蛇纹岩随后被板块搬运
EP05：日本の下にたまっていく　|　逐渐沉积在日本下方
EP05：その蛇紋岩は時々地表に現れる　|　这些蛇纹岩有时会出现在地表
EP05：地表に？　|　出现在地表？
EP05：例えば　蛇紋岩は断層があれば上がることができる　|　比如有断层时蛇纹岩可能上涌
EP05：なんか見てきたみたいに言うけど　|　说得像亲眼见过似的
EP05：そんなことまでわかるんだ　|　连这种事情都知道
EP05：確かに蛇紋岩の上昇を見た者はいないが　|　的确没人亲眼见过蛇纹岩上涌
EP05：石や地形の特徴を知ると　|　但只要了解石头和地形的特征
EP05：透けて見えてくるんだよ　|　就能透过这些看清
EP05：いいか　引き上げるぞ　|　抓紧了吗 要拉了哦
EP05：凪さん　なんか黒い塊が…　|　凪姐 有黑色块状物…
EP05：蛇紋岩の塊だ　|　是蛇纹岩岩块
EP05：やはりあったな　|　果然有啊
EP05：これがマントルにあった石　|　这就是在地幔里存在过的石头
EP05：地下から上昇してくるって　|　从地下升上来
EP05：テレビで火山の噴火を見たけどあんな感じ　|　是像我在电视里看到的火山喷发那样吗
EP05：蛇紋岩は溶岩のように溶けていたわけではないが　|　蛇纹岩不像熔岩那样会熔化
EP05：噴火のような自然現象と連動はしていたかもな　|　但或许的确与火山喷发等自然现象存在关联
EP05：すごい壮大な感じ　|　好宏大的感觉
EP05：今の静かな山の中じゃ想像できないな　|　在现在这样寂静的山中很难想象
EP05：火山も岩石も　|　火山也好岩石也罢
EP05：見えているのは過程のごく一部だ　|　我们能看见的都只是过程中的一部分
EP05：大量に溶岩を吐き出し　|　那些喷出大量熔岩
EP05：噴煙を何千メートルも噴き上げる火山　|　将烟尘扬起数千米的火山
EP05：派手な姿に目を奪われるが　|　其姿态的确绚烂而引人注目
EP05：それは噴火の全貌ではない　|　但那并非火山喷发的全貌
EP05：火山の真下でたぎるマグマだまり　|　火山正下方翻涌的岩浆库
EP05：そこへばく大なエネルギーを供給するマントルからのマグマ上昇流　|　以及为其提供庞大能量的地幔上升流
EP05：マントルから地表までを貫くエネルギーの流れ　|　从地幔到地表的能量流
EP05：これが噴火の全貌だ　|　这才是火山喷发的全貌
EP05：目に見える火山はごく一部にすぎない　|　我们看见的火山不过是冰山一角
EP05：ここの蛇紋岩も　|　这里的蛇纹岩也是一样
EP05：見えているのはほんの僅か　|　能看见的只是很小一部分
EP05：地下から上昇してきた巨大な岩塊の終端　|　是从地底上升出来的巨大岩体的末梢
EP05：そしてマントルを離れここに来るまでの　|　也是它告别地幔后来到这里
EP05：数百万年　数千万年の旅の終端　|　历经数百万年 数千万年旅途的终点站
EP05：火山も蛇紋岩も砂白金も　|　无论火山 蛇纹岩还是砂白金
EP05：実態をつかむには　|　想触及其本质
EP05：目に見えない部分を見る必要があるんだよ　|　就必须着眼于肉眼不可见的地方
EP05：目に見えない部分を見るか　|　着眼于肉眼不可见的地方吗
EP05：さてと　これで決まったわけだ　|　现在就能确定了
EP05：ようやく見えた物を採りに行こうじゃないか　|　我们去采终于能看见了的东西吧
EP05：あった　砂白金　|　找到了 砂白金
EP05：さすがだな　|　真不愧是琉璃
EP05：細かいのを見るのは慣れてるからね　|　毕竟我已经习惯看这些细微之物了
EP05：伊万里さん　砂全然減ってないよ　|　伊万里姐 你砂子完全没少啊
EP05：だってパンニング初めてだもん　|　毕竟是第一次淘洗啊
EP05：見つけた　結構あるもんだな　|　找到了 还不少呢
EP05：見せて見せて　|　让我看看
EP05：全然ないよ　|　完全没有啊
EP05：その調子　|　保持这个节奏
EP05：そう　|　真的吗
EP05：２人ともこっち来てみな　|　你们俩来这看看
EP05：岩の割れ目に砂がたまってる　|　裂缝中有砂子堆积
EP05：伊万里さん　行こう　|　伊万里姐 我们走吧
EP05：まさかここで砂白金が見つかるとはな　|　没想到能在这发现砂白金
EP05：私のサファイア探しのおかげだね　|　多亏我要找蓝宝石呢
EP05：こんなにたくさん採れるなんてね　|　居然能采到这么多
EP05：そんなの目に見えてる一部だよ　|　那些只是能看见的冰山一角
EP05：もっとたくさんあるはずだよね　|　肯定还有更多的吧
EP05：#看得见的世界、看不见的世界
EP05：#二氧化硅（玛瑙的原型）
EP05：#玛瑙的原型
EP05：#新的热水
EP05：#沉淀后形成岩层
EP05：#条纹
EP05：#容易受海浪影响的地方
EP05：#无法判断！
EP05：#有条纹 无条纹
EP05：#碧玉 玛瑙、玉髓中完全不透明的品种。虽然称为碧（蓝或绿色的意思），但大多为红色。
EP05：#矿物主要观察事项
EP05：#玛瑙与水晶相同，是在日本产地分布广泛的矿物。
EP05：#日本人与玛瑙历史渊源悠久，日本神话中出现的「三神器」之一的八尺琼勾玉，就被认为是由红玛瑙所制。玛瑙的色彩、花纹、以及透明感所带来的美感，似乎从古至今都让人感受到某种​​超越人类智慧的力量​​。
EP05：#由于在历史上的记载中常被写作「玉」，因此与玛瑙相关的地方，很多地名中都带有「玉」字。岛根县松江市的玉汤町、以及流经茨城县的玉川等，都因实际盛产玛瑙而闻名。
EP05：#此外，在其他能采到漂亮石头的地方，地名中也有使用「玉」字的情况。如果您居住的附近有这样的地名，试着探究一下其由来，或许会有新的发现。
EP05：#好 来找找看吧
EP05：#在构成地球的所有岩石中，人类能够看到的不过是极其表面的部分，其体积甚至不到总量的1%。而占据80%以上比例的，是分布在其下方、广阔的地幔层。
EP05：#准确地说，地幔可以分为「上地幔」和「下地幔」两层。其中，位于较浅处的上地幔，其主要成分是一种名为​​橄榄石​​的矿物。
EP05：#橄榄石是一种绿色矿物，它的宝石名Peridot更为人熟知。在上地幔中，它以与其他岩石混合的形式存在，被称为​​橄榄岩​​。这种橄榄岩，根据所含橄榄石的含量，也可能呈现出漂亮的绿色。
EP05：#人类目前尚无法直接看到地幔。但如果能够看到，那里也许正密密麻麻地塞满了绿色的宝石。虽说从宇宙中看到的地球被称为蓝色的星球，但若是剥掉这层名为地壳的薄皮，或许会发现它是一颗绿色的星球。
EP05：#地壳 上地幔（主要为橄榄石） 下地幔 外核 内核
EP05：#平均深度35km 地壳与地幔的分界线（莫霍不连续面）
EP05：#深度660km 上地幔与下地幔的分界线
EP05：#深度2900km 地幔与外核的分界线（古登堡不连续面）
EP05：#深度5100km 外核与内核的分界线
EP05：#深度6400km 地球中心
EP05：#西之岛近海的「新岛屿」发生大规模火山喷发​
EP05：#上周起火山活动再次活跃
EP05：#来电 凪姐
EP05：#随时间流逝
EP05：#空气中的硫磺会与银制品发生反应变成黑色的「硫化银」
EP05：#无锈迹非晶质金属
EP05：#大自然中没有？
EP05：#人工合成物
EP05：#铁合金等
EP05：#铂族元素
EP05：#白金（铂） 铱 锇 钯 铑 钌
EP05：#含量根据产地有所不同
EP05：#锇 铱 白金 铑 钌 钯 银
EP05：#铑 白金
EP05：#矿物主要观察事项
EP05：#地壳 地幔
EP05：#北美板块 欧亚板块
EP05：#蛇纹岩等地幔物质
EP05：#地壳的断面
EP05：#板块生长扩张的地方
EP05：#地幔上升流
EP05：#注：中央海岭，又称洋脊、大洋中脊
EP05：#海沟
EP05：#岩浆库 岩浆
EP05：#注视那片蓝
EP05 OUT

