EP1 IN
EP1：よっ　鬼殺し　|　哟 杀鬼人
EP2：師匠の方がもう喉まで出かけてるなんておっしゃいますもんで　|　我师父说她都快要吐了
EP2：師匠の口から出るのは愚痴と叱責だけで十分間に合ってますから　|　师父光是从口中吐出抱怨和斥责就已经够受了
EP2：もうすぐつきます　|　马上就到了
EP2：それに最初に急いでくれって言ったのは旦那の方ですぜ　|　而且一开始催我快点的可是老爷您啊
EP2：ではなるべくゆっくり急いでください　|　那你尽量慢悠悠地快点
EP2：無茶言わないでくださいよ　|　别为难我了
EP2：もういい　津軽　|　够了津轻
EP2：おや　師匠　|　师父
EP2：ご回復で　|　您舒服些了吗
EP2：ご回復じゃあないが　もうすぐつくというのなら我慢しよう　|　没有 但既然马上到了我就忍一会儿
EP2：それによくよく考えれば　私は吐きたくても吐きようがないしな　|　而且仔细想想 就算我想吐也吐不出来
EP2：おっと　こりゃ一本取られました　|　这还真是让人无话可说
EP2：ノルウェーでは人魚にかけられた殺人容疑を晴らした　|　他们在挪威帮人鱼洗清了杀人嫌疑
EP2：ベルギーでは人造人間事件を解明　|　在比利时解决了人造人案件
EP2：とにかく有能な探偵らしい　|　总之 应该是有才能的侦探
EP2：どう有能なの　|　有什么才能呢
EP2：わからん　|　不清楚
EP2：判事にも見放された　|　法官也已经放弃我们了
EP2：信用できるのかな　|　他们可信吗
EP2：警察よりはマシだろう　|　起码比警察好
EP2：風流だな　|　真是雅致
EP2：旦那　|　老爷
EP2：お代をいただけますかい　|　可以付钱了吗
EP2：お代？何の　|　钱？什么钱
EP2：何って馬車の乗り賃ですよ　|　当然是马车的车费啊
EP2：片道分で３フランです　|　单程的费用是三法郎
EP2：高いですね　|　好贵啊
EP2：長く走りましたからね　|　毕竟路程很远
EP2：でもあんなに揺らされた後じゃあ割に合わない気がして　|　但是那么颠簸感觉不太划算
EP2：旦那　ひょっとして　|　老爷难道说
EP2：乗り逃げみたいな真似はしませんよ　|　我可不会逃单
EP2：あたくしはただ馬車を返品しようと思っただけで　|　我只是想退货
EP2：辻馬車の返品なんてできるわけないでしょ　|　坐马车怎么可能退货啊
EP2：そりゃまたどうして　|　为什么
EP2：だって　だってほら　|　因为 因为你看
EP2：あっしはもう旦那達を運び終えちゃったわけですから　|　我已经把老爷你们送到这里了
EP2：なるほど　|　这样啊
EP2：ではあたくし達を最初の場所に運び戻してください　|　那就请把我们再送回原来的地方
EP2：そうすりゃ返品になります　|　这样不就退货了
EP2：えっと　|　那个
EP2：さあさあさあ　|　快点走吧
EP2：いい加減にしろ　津軽　|　适可而止吧津轻
EP2：御者君落ち着いて考えたまえ　|　车夫请冷静下来想想
EP2：それでは君が往復分の代金を損することになるぞ　|　那样的话你就损失了来回的车费
EP2：旦那？　|　老爷？
EP2：よせ　津軽　|　行了津轻
EP2：これ以上御者君を困らせてやるな　|　别为难车夫了
EP2：このところ不幸続きみたいだからな　|　看起来他最近已经很倒霉了
EP2：酒場通いを奥さんに叱られて１週間ほど禁酒中　|　因为酗酒被妻子责骂 禁酒一周
EP2：なんでナタリーのことを　|　你怎么知道娜塔莉的事
EP2：別に不気味がることはない　|　不用害怕
EP2：君の服を見ればわかる　|　看你的衣服就明白了
EP2：御者君　早く金を請求しないとこいつまた何か言い出すぞ　|　车夫你如果再不要车费 这家伙又要诡辩了
EP2：はい　|　好的
EP2：じゃあ旦那　３フランを　|　请老爷给我三法郎
EP2：１フラン撒けてくれません　|　能少一法郎吗
EP2：旦那　|　老爷
EP2：もういいです旦那　|　好吧老爷
EP2：2フランで結構です　|　两法郎就行了
EP2：ですから早く　|　请快给我
EP2：実は今手持ちがないんです　|　其实我现在手头没钱
EP2：お金はゴダール卿からもらってください　|　钱就由戈达尔勋爵付吧
EP2：ゴダール卿　|　戈达尔勋爵
EP2：２フランくだせえ　|　请给我两法郎
EP2：なんだね君は　|　你是谁
EP2：御者の八っつあんです　|　他是车夫小八
EP2：あっしはマルクです　|　我叫马克
EP2：マルクだそうです　|　他说他叫马克
EP2：帰りもお願いしたいので　|　我们回去也要麻烦他
EP2：ちょいと休ませてもらえますか　|　能让他在这休息会儿吗
EP2：どうも神経がまいってるようで　|　他看起来已经疲惫不堪了
EP2：アルフレッド　客間に通して代金を払ってやれ　|　阿尔弗雷德 送他去客房并把车费付了
EP2：かしこまりました　|　明白了
EP2：ありがてえ　|　多谢
EP2：ありがてえ　|　多谢
EP2：ありがてえ　|　多谢
EP2：で　あなたは　|　那么 你是
EP2：お初にお目にかかります　|　初次见面
EP2：あたくし日本からはるばるやってまいりました鳥籠使い　|　我是从日本远道而来的鸟笼使
EP2：真打津軽と申します　|　名叫真打津轻
EP2：名前は真打ですが　|　虽然我叫真打
EP2：器は全座という邪知な男でございます　|　但其实是一个二流的狡诈男子
EP2：どうかお見知りおきを　|　请您多多关照
EP2：ジャン・ドゥーシュ・ゴダールです　|　我是让·杜什·戈达尔
EP2：これは長男のクロード　次男のラウールです　|　这是长子克劳德 次子拉乌尔
EP2：怪物専門の探偵だそうですね　|　听说你们是专攻怪物的侦探
EP2：ええ　といってもあたくし弟子の身分でして　|　嗯 不过我只是弟子
EP2：実際の探偵業はもっぱら師匠の方が　|　实际上工作主要靠师父
EP2：弟子にした覚えはないぞ　津軽　|　我可不记得有收你为弟子 津轻
EP2：お前はただの助手だ　|　你只是我的助手
EP2：えーと　そちらが鴉夜輪堂さん　|　那位就是鸦夜轮堂吗
EP2：いかにも　輪堂鴉夜です　|　没错 我就是轮堂鸦夜
EP2：どうぞよろしく　|　请多指教
EP2：何か　|　怎么了
EP2：ああ　いえ　|　没事
EP2：女性だとは思わなかったもので　|　我没想到是女性
EP2：なるほど　確かに見分けはつけにくいですね　|　原来如此 确实很难认清呢
EP2：なにせ師匠は胸がないから　|　毕竟师父没有胸嘛
EP2：津軽　何か言ったか　|　津轻 你有说什么吗
EP2：いえ　何でもないです　すみません　|　我什么都没说 十分抱歉
EP2：でも今のはなかなか面白いぞ　|　不过刚才的玩笑倒也有趣
EP2：静句　後で津軽をぶん殴っておけ　|　静句 等会儿帮我揍津轻一顿
EP2：はい　鴉夜様　|　好的 鸦夜小姐
EP2：まあもちろんこんな体でも仕事の方は問題なくこなせますのでご安心ください　|　您不必担心 即便是这副身体我也能正常完成工作
EP2：奥様を殺した犯人は私が必ず見つけ出します　|　我一定会找到杀害您妻子的凶手
EP2：ぜひよろしくお願いします　|　那就拜托您了
EP2：その前に荷物を運ばせましょう　|　在此之前 先安置好诸位的行李
EP2：アルフレッド　|　阿尔弗雷德
EP2：お構いなく　静句に運ばせます　|　不劳费心 让静句搬送就好
EP2：ちょっと　静句さん　|　那个 静句小姐
EP2：あたくしのトランクを忘れてますけど　|　你忘记我的行李箱了
EP2：あなたは自分で運んでください　|　你的行李箱还请自己拿好
EP2：冷たい　そしてつれない　|　好冷漠 而且好无情
EP2：静句　津軽のも運んでやれ　|　静句 把津轻的行李也带上吧
EP2：はい　鴉夜様　|　好的 鸦夜小姐
EP2：あのメイドさんは　|　那位女仆是
EP2：紹介が遅れましたね　|　还没向您介绍
EP2：彼女　馳井静句さんと言います　|　她名叫驰井静句
EP2：では鴉夜輪堂さんは　|　那鸦夜轮堂是
EP2：どうりで話が噛み合わないと思った　|　难怪谈话有些对不上
EP2：ゴダール卿　私たちについて調べてはおられなかったのですか　|　戈达尔勋爵没有调查过我们吗
EP2：一通りは調べたのですが　具体的なことは何もわからず　|　有粗略地调查过 但没找到任何具体信息
EP2：まあ　無理もないですかね　|　这也没办法
EP2：きっと私に関わった人たちは　|　和我有过接触的人们
EP2：他人に話しても信じてもらえないと思ったんでしょう　|　就算和别人谈起也很难被相信吧
EP2：おい　津軽　|　津轻
EP2：はいな　|　遵命
EP2：こちらがあたくしの師匠になります　|　这位就是我的师父
EP2：改めまして　輪堂鴉夜と申します　|　请允许我再次介绍 我是轮堂鸦夜
EP2：職業は探偵です　|　职业是侦探
EP2：何しろ頭を使うこと以外できない体でしてね　|　毕竟没有身体 只能用脑子干活了
EP2：質問があれば先に聞いておきましょうか　|　有疑问请尽管提
EP2：生首がどうして生きてるんだ　|　为什么只剩下头颅还能活着
EP2：答えは簡単です　|　答案很简单
EP2：私は死んでないから生きてる　|　因为我没死 所以还活着
EP2：なんで首だけなんだ　|　为什么会只剩下头颅
EP2：一年ほど前に首からしたをなくしましてね　|　大约一年前我失去了头部以下的身体
EP2：それ以来こうして鳥籠暮らしです　|　从那之后就生活在鸟笼中
EP2：なぜ生きていられるんです　|　为何只剩头部还能活着
EP2：私を見た人の反応を眺めるのは毎回とても楽しいですよ　|　观察见到我之人的反应 是我的一大乐趣
EP2：死体を発見した経緯を話していただけますか　|　可以和我聊一聊发现尸体的经过吗
