EP01 IN
EP01：「眠りから目覚めたら」　|　「从睡梦中醒来」
EP02：ねえ　笠町君に連絡してみたら　|　喂 和笠町联系下怎么样
EP02：お金のこととか　|　比如钱的事
EP02：だってあの食欲　|　你看她那食欲
EP02：絶対跳ね上がるぞ　エンゲル係数　|　恩格尔系数肯定会起飞的
EP02：笠町君か　|　笠町吗
EP02：君人生変わるね　|　你的人生变了呢
EP02：エポックだ　|　新纪元
EP02：尊敬するよ　|　我很佩服
EP02：終わったよ　|　搞定了哦
EP02：ありがとう　|　谢谢
EP02：じゃあ私仕事　|　那我去干活了
EP02：はい　|　好
EP02：寝たくなったら言って　|　想睡了就说
EP02：じゃあ　|　那就这样
EP02：あ…あのさ　|　那…那个
EP02：事故のあと　槙生ちゃんが言ってくれたでしょ　|　事故之后 小槙你和我说过
EP02：悲しくなったときに悲しめばいいって　|　感受到悲伤的时候 再悲伤就好
EP02：あれね　|　那个
EP02：ありがとう　|　谢谢
EP02：悲しくないのは私が変なのかと思ってた　|　我当时觉得没感到悲伤的自己很奇怪
EP02：でも　あの言葉ですごくほっとした　|　但你的那句话让我松了口气
EP02：槙生ちゃんのおかげで　|　多亏了小槙
EP02：あなたの感じ方は　あなただけのものだから　|　因为你感受世界的方式只属于你自己
EP02：あなたがどう思おうと　|　不管你怎么想
EP02：それを責める権利はない　|　都没人有权利指责你
EP02：誰にも　|　无论是谁
EP02：うん　|　嗯
EP02：だから　悲しくなったら言うね　|　所以 当我悲伤时我会说的
EP02：今は大丈夫　|　现在还没事
EP02：無理してない　|　没有逞强
EP02：わかった　|　知道了
EP02：私もだめなときは言う　|　有问题时我也会主动说出来
EP02：お互い協力してやっていこう　|　我们一起携手共进吧
EP02：うん　|　嗯
EP02：でも私は落ち込みやすいくずなので　|　不过我是个特别容易泄气的废人
EP02：圧は弱めでお願いします　|　麻烦少给我压力
EP02：圧？　|　压力？
EP02：ああ　圧か　|　啊 你说压力啊
EP02：お母さんがよく言うやつだ　|　就像妈妈经常说的那种吧
EP02：「こんな当たり前のことも　できないの」みたいなやつ　|　类似「连这种小事都办不到吗」这种吧
EP02：わかった　|　我知道了
EP02：かけない　圧　|　不会给你压力的
EP02：ちょっと出かけてくる　|　我出趟门
EP02：夕飯は何か買って　|　晚饭需要买什么
EP02：きれい　|　好漂亮
EP02：いつもと全っ然違う　|　跟平时完全不一样
EP02：どうも　|　多谢
EP02：サイン下さい　先生　|　签个名吧 老师
EP02：笠町君さ…　|　笠町你…
EP02：相変わらず嫌そうな顔すんな　|　你还是这副一脸不高兴的样子啊
EP02：久しぶり　|　好久不见
EP02：ごめん　突然　|　不好意思 突然约你
EP02：いや　君に呼ばれりゃあ　|　没事 只要你约我
EP02：どこでも現れますよ　俺は　|　无论在哪里 我都能赴约
EP02：コーヒーお願いします　|　一杯咖啡谢谢
EP02：はい　|　好的
EP02：なあ　ルビーって死んだの　最後　|　对了 结局露比死了吧
EP02：実は死んでませんでした的な含みがあっただろ　|　其实还暗示了没有真的死对吧
EP02：ちゃんと読んでるね　ほんとに　|　你读得很认真啊
EP02：だって　おもしろかったから　|　因为很有趣嘛
EP02：ルビーのことは次が出れば書く　|　能出后续的话 我就写露比相关
EP02：出ればか…　|　能出的话…
EP02：あんまり売れてないんだ　これ　|　因为这本卖得不好
EP02：かわいそうだけど　|　真可怜
EP02：せっかくそこにいるのに　書かれないキャラクターがね　|　特意创造出来 却没法详写的角色
EP02：って気持ち悪いね　この言い方　|　这种说法怪恶心的吧
EP02：気持ち悪かないだろ　|　这有什么恶心的
EP02：キャラクターは君の子どもなん…　|　角色们都是你的孩子…
EP02：すいません　|　你好
EP02：ホットサンド下さい　|　麻烦一份热三明治
EP02：はい　|　好的
EP02：聞けよ　話　|　听人说话啊
EP02：子どもか…　|　小孩吗…
EP02：ていっても中学生　|　但是初中生吗
EP02：15歳　|　15岁
EP02：あのさ　誤解のないように額面どおりに聞いてくれよ　|　提前说好 等下说的话你就按字面理解别误会
EP02：まず俺は君とよりを戻したいとは思っていない　|　首先 我没有想和你复合
EP02：でも　子どもを引き取ったと聞いて正直ムカッとした　|　但是 听说你收养孩子后我确实有些生气
EP02：俺といたときは　|　跟我在一起时
EP02：子どもなんて一生いらないと豪語してた君がだ　|　你可是说过「一辈子也不要孩子」这种豪言的
EP02：どういうつもりだって　|　不知道你怎么想的
EP02：だから　|　所以啊
EP02：まあ　自分で思ってたより　|　其实就是比自己想象中
EP02：傷ついてたんだなって　そんだけの話　|　受到的伤害还要大 仅此而已
EP02：以上　|　就这些
EP02：で？　|　所以？
EP02：で？　|　什么？
EP02：金の話だろ　|　不是要说钱吗
EP02：はい　|　对
EP02：少なくとも就職するまで　|　至少到她自己工作之前
EP02：何が必要で何をしてあげればいいのか　全然　|　她需要什么 我又应该为她做什么 全都一头雾水
EP02：引っ越しは　|　要搬家吗
EP02：あのマンション２人じゃ手狭だろ　|　那个公寓两个人住有点挤了吧
EP02：あれは買った物だから　すぐに出ていくつもりは　|　那里是我买的房子 应该不会随便搬走
EP02：買った？あのマンション？　|　买的？你买了那个公寓？
EP02：うん　|　嗯
EP02：いつ　|　什么时候
EP02：６年前　|　6年前
EP02：めちゃくちゃつきあってたころだな　|　不正是我们交往的时候吗
EP02：あんときやってたシリーズがポンと売れたから　|　因为那时候出的那个系列忽然卖得特别好
EP02：知らなかった　|　我都不知道
EP02：ひとっ言も言わないんだな　そういうこと　|　这种事你还真是只字不提啊
EP02：自分の本がこんなに売れるのもこれっきりだと思ったから　|　因为我觉得自己的书应该再也卖不出这么好了
EP02：誰かに言うと夢から覚める気がして　|　跟别人说的话会感觉梦就要醒了
EP02：君らしいよ　|　真是你的风格
EP02：君が君で　俺はうれしい　|　你还是这个样子 我很开心
EP02：未成年後見人の申し立ては　|　提交未成年监护人申请了吗
EP02：何それ　|　那是什么
EP02：生命保険をその子に受け取らせるために必要だ　|　为了让她继承保险需要这么做
EP02：証書はないの　|　没有相关证明吗
EP02：わからない　|　我不清楚
EP02：まだ家の整理に行ってないから　|　还没去收拾她家里
EP02：なら一度戻って探したほうがいい　|　那还是先回去找找的好
EP02：あとは　そうだな…　|　其他的话…
EP02：あの子すごく寝るんだよね　|　那小孩特别能睡
EP02：昼間少し動いて　|　白天稍微动一动
EP02：あとは寝てるの　ずっと　|　之后就是一直睡
EP02：本人に自覚はないみたい　|　她自己好像没有意识到
EP02：そうやって　|　可能是想这样
EP02：傷んだ自分を少しずつ１人で消化しようとしているのかもしれない　|　独自一人消化掉那些痛苦的事情
EP02：そこを無理やりたたき起こして　|　我是不是需要把她喊起来
EP02：区切りをつけさせるようなことをしていいんだろうか　|　让她跟一切做个了断呢
EP02：それが怖い　|　我有点不敢
EP02：改めて驚くよ　|　又让我大吃一惊
EP02：君は誰に対しも基本怖いってスタンスだろ　|　你不是无论面对谁 基本都是害怕的态度吗
EP02：俺に連絡するのも内心びびってたはずだ　|　就算是联系我 你心里其实也很紧张吧
EP02：うるさいな　|　要你管
EP02：それがまさかな　|　没想到你也会这样
EP02：だって　|　因为
EP02：いや　怖いよ　|　就是很害怕啊
EP02：怖いでしょ　|　很恐怖不是吗
EP02：ましてや15歳なんて　|　更别说她只有15岁
EP02：そんな柔らかい年頃　|　这么敏感的年纪
EP02：私のうかつなひと言で　人生を変えてしまうかもしれない　|　我不经大脑的一句话 很可能改变她的人生
EP02：怖いよ　|　太可怕了
EP02：君は嫌がるかもわからんけどさ　|　你可能不想听到这个
EP02：俺の人生も君のひと言で変わったんだぞ　|　不过我的人生 确实因为你的一句话而改变了
EP02：なんて言ったの　私　|　我说什么了
EP02：秘密　|　秘密
EP02：言っても思い出せないだろ　|　就算说了估计你也想不起来
EP02：そうやって　|　又这么说
EP02：いや　そりゃあまあ　|　虽然可能会
EP02：槙生　|　槙生
EP02：また連絡するよ　|　我会再联系的
EP02：俺も会いたい　その子に　|　我也想见见那个孩子
EP02：うん　|　嗯
EP02：ルビーが死ぬ前に　|　露比死之前
EP02：家のことを考えるシーンがあったろ　|　有个场景是她在想关于家里的事
EP02：最後のほう？　|　最后那段？
EP02：そう　|　对
EP02：あそこ好きでさ　何度も読んだ　|　我很喜欢那里 看了好几遍
EP02：「ルビーは　旅の始まりを思い出した」　|　「露比想起了旅途的开始」
EP02：「あのとき　逃げるように駆け出したその最初の一歩も」　|　「无论是那时犹如逃跑般踏出的第一步」
EP02：「今踏み出すこの一歩も同じ」　|　「还是如今迈出的这一步」
EP02：「家へ帰るための一歩だった」　|　「都是为了回家迈出的步伐」
EP02：「どこを歩いていても足跡はいつだって家へ向かっていたのだ」　|　「无论走在哪里 脚步永远朝着家的方向」
EP02：「帰るんだ　私は家に帰る」　|　「回家 我要回家」
EP02：「そう思って一歩踏み出したルビーの足は支えを失い」　|　「如此想着 露比踏出的下一步失去了支撑」
EP02：「空を掻きそれすらできなくなって倒れ」　|　「没法伸手抓住什么 只能倒下」
EP02：「頬に砂粒を付けて　赤子のように地面を這った」　|　「脸颊沾着沙粒 像个婴孩般在地面匍匐」
